cost,year_month
553.5,2016_8
139.0,2016_8
139.0,2016_8
421.20000000000005,2016_8
336.6,2016_8
271.8,2016_8
232.0,2016_8
354.6,2016_8
604.0,2016_8
361.25,2016_8
278.0,2016_8
65.0,2016_8
500.4,2016_8
456.29999999999995,2016_8
337.26,2016_8
1392.86,2016_8
382.40000000000003,2016_8
93.81,2016_8
283.5,2016_8
415.8,2016_8
910.3500000000001,2016_8
413.09999999999997,2016_8
775.2,2016_8
578.0,2016_8
310.5,2016_8
459.0,2016_8
328.5,2016_8
918.0,2016_8
158.0,2016_8
152.1,2016_8
620.52,2016_8
505.75,2016_8
336.0,2016_8
65.0,2016_8
130.0,2016_11
322.2,2016_8
1052.1000000000001,2016_8
982.8000000000001,2016_8
1368.8999999999999,2016_8
413.09999999999997,2016_8
372.6,2016_8
342.9,2016_8
300.6,2016_8
94.5,2016_8
1062.88,2016_8
391.0,2016_8
275.4,2016_8
210.6,2016_8
320.0,2016_8
262.8,2016_8
369.9,2016_8
248.72,2016_8
270.54,2016_8
457.2,2016_8
316.8,2016_8
383.4,2016_8
394.20000000000005,2016_8
577.15,2016_8
158.0,2016_8
886.5,2016_8
450.90000000000003,2016_8
0.0,2016_8
342.0,2016_8
596.7,2016_8
887.44,2016_8
746.25,2016_8
577.15,2016_8
595.0,2016_8
795.6,2016_8
595.0,2016_8
259.2,2016_8
219.6,2016_8
306.75,2016_8
207.0,2016_8
1318.9399999999998,2016_8
644.28,2016_8
298.23,2016_8
284.34000000000003,2016_8
204.0,2016_8
325.0,2016_8
289.8,2016_8
332.25,2016_8
875.6999999999999,2016_8
310.5,2016_8
224.0,2016_8
358.0,2016_8
364.5,2016_8
477.90000000000003,2016_8
455.40000000000003,2016_8
758.7,2016_8
413.09999999999997,2016_8
508.6,2016_8
616.4,2016_8
191.0,2016_8
513.0,2016_8
210.6,2016_8
397.8,2016_8
385.0,2016_8
385.0,2016_8
676.0,2016_8
604.0,2016_8
592.0,2016_8
720.0,2016_8
259.08,2016_8
279.0,2016_8
158.0,2016_8
195.0,2016_8
412.25,2016_8
1342.4,2016_8
795.6,2016_8
152.1,2016_8
532.8,2016_8
568.8,2016_8
637.2,2016_8
517.5,2016_8
517.5,2016_8
307.7,2016_8
0.0,2016_8
0.0,2016_8
386.09999999999997,2016_8
656.0,2016_8
746.0,2016_8
543.6,2016_8
340.0,2016_8
185.0,2016_8
934.1999999999999,2016_8
342.9,2016_8
176.0,2016_8
391.0,2016_8
414.0,2016_8
189.98,2016_8
334.0,2016_8
417.0,2016_8
440.09999999999997,2016_8
310.5,2016_8
467.09999999999997,2016_8
290.70000000000005,2016_8
291.0,2016_8
216.75,2016_8
457.2,2016_8
243.0,2016_8
728.0,2016_8
311.4,2016_8
315.84,2016_8
527.0,2016_8
527.0,2016_8
283.5,2016_8
321.0,2016_8
289.0,2016_8
363.8,2016_8
228.6,2016_8
462.0,2016_8
162.85,2016_8
576.0,2016_8
340.68,2016_8
289.0,2016_8
114.3,2016_8
101.18,2016_8
340.68,2016_8
315.9,2016_8
228.6,2016_8
183.6,2016_8
283.5,2016_8
342.9,2016_8
482.8,2016_8
454.75,2016_8
364.5,2016_8
556.0,2016_8
86.9,2016_8
228.6,2016_8
139.0,2016_8
170.0,2016_8
504.90000000000003,2016_8
480.0,2016_8
432.29999999999995,2016_8
289.0,2016_8
289.0,2016_8
477.90000000000003,2016_8
394.20000000000005,2016_8
289.0,2016_8
289.0,2016_8
289.0,2016_8
271.8,2016_8
321.0,2016_8
321.0,2016_8
321.0,2016_8
271.8,2016_8
1832.71,2016_8
454.75,2016_8
144.9,2016_8
283.5,2016_8
101.18,2016_8
152.1,2016_8
500.0,2016_8
1647.24,2016_7
320.0,2016_8
73.0,2016_8
96.0,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
96.0,2016_8
311.4,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
73.0,2016_8
96.0,2016_8
73.0,2016_8
96.0,2016_8
692.75,2016_8
96.0,2016_8
73.0,2016_8
48.0,2016_8
255.6,2016_8
450.0,2016_8
650.25,2016_8
639.0,2016_8
382.5,2016_8
311.4,2016_8
246.6,2016_8
342.9,2016_8
372.6,2016_8
246.6,2016_8
554.2,2016_8
372.6,2016_8
433.8,2016_8
618.75,2016_8
509.25,2016_8
733.5,2016_8
264.03000000000003,2016_8
462.72,2016_8
693.45,2016_8
1036.0,2016_8
255.6,2016_8
372.6,2016_8
584.75,2016_8
315.9,2016_8
592.0,2016_8
198.9,2016_8
296.0,2016_8
428.4,2016_8
391.0,2016_8
509.25,2016_8
392.70000000000005,2016_8
202.74,2016_8
589.5,2016_8
397.8,2016_8
84.0,2016_8
391.5,2016_8
740.5,2016_8
332.48,2016_8
369.9,2016_8
164.9,2016_8
278.0,2016_8
1026.8999999999999,2016_8
327.45,2016_8
146.7,2016_8
433.5,2016_8
412.25,2016_8
430.25,2016_8
582.0600000000001,2016_8
457.64,2016_8
125.1,2016_8
520.2,2016_8
639.0,2016_8
167.0,2016_8
507.45,2016_8
418.05,2016_8
214.2,2016_8
214.2,2016_8
165.9,2016_8
128.4,2016_8
225.0,2016_8
225.0,2016_8
207.0,2016_8
636.65,2016_8
910.3500000000001,2016_8
348.29999999999995,2016_8
442.6,2016_8
639.0,2016_8
214.2,2016_8
413.09999999999997,2016_8
272.70000000000005,2016_8
109.83,2016_8
112.5,2016_8
109.83,2016_8
421.25,2016_8
310.5,2016_8
635.4000000000001,2016_8
367.8,2016_8
652.5,2016_8
223.76,2016_8
103.5,2016_8
175.65,2016_8
168.0,2016_8
440.09999999999997,2016_8
168.0,2016_8
342.9,2016_8
321.0,2016_8
214.2,2016_8
214.2,2016_8
316.0,2016_8
130.5,2016_8
130.5,2016_8
418.05,2016_8
517.5,2016_8
684.0,2016_8
184.0,2016_8
397.8,2016_8
397.8,2016_8
288.9,2016_8
1228.4,2016_8
566.2,2016_8
103.5,2016_8
310.5,2016_8
369.9,2016_8
290.6,2016_8
235.8,2016_8
321.29999999999995,2016_8
430.28,2016_8
747.25,2016_8
120.69,2016_8
511.2,2016_8
505.75,2016_8
894.2,2016_8
1163.75,2016_8
136.52,2016_8
315.9,2016_8
413.09999999999997,2016_8
175.0,2016_8
755.65,2016_8
383.4,2016_8
520.2,2016_8
739.5,2016_8
595.0,2016_8
595.0,2016_8
321.0,2016_8
930.72,2016_8
321.29999999999995,2016_8
255.0,2016_8
785.4,2016_8
755.65,2016_8
467.09999999999997,2016_8
969.8500000000001,2016_8
747.25,2016_8
364.5,2016_8
459.0,2016_8
319.0,2016_8
198.56,2016_8
467.09999999999997,2016_8
353.70000000000005,2016_8
298.8,2016_8
264.0,2016_8
348.0,2016_8
440.09999999999997,2016_8
312.0,2016_8
139.5,2016_8
535.95,2016_8
1020.0,2016_8
276.1,2016_8
276.1,2016_8
491.9,2016_8
585.9000000000001,2016_8
208.0,2016_8
164.0,2016_8
283.5,2016_8
208.0,2016_8
135.0,2016_8
255.0,2016_8
255.0,2016_8
261.0,2016_8
135.0,2016_8
168.0,2016_8
867.0,2016_8
410.76,2016_8
505.75,2016_8
347.9,2016_8
135.0,2016_8
1294.6499999999999,2016_8
360.0,2016_8
759.6,2016_8
527.01,2016_8
330.0,2016_8
462.99,2016_8
2949.44,2016_7
365.9,2016_8
138.66,2016_8
573.75,2016_8
604.52,2016_8
276.0,2016_8
525.6,2016_8
440.09999999999997,2016_8
265.5,2016_8
504.90000000000003,2016_8
276.0,2016_8
471.6,2016_8
639.0,2016_8
357.0,2016_8
0.0,2016_8
306.0,2016_8
457.2,2016_8
114.3,2016_8
457.2,2016_8
114.3,2016_8
146.7,2016_8
484.5,2016_8
623.7,2016_8
650.7,2016_8
397.8,2016_8
406.25,2016_8
782.0,2016_8
431.8,2016_8
431.8,2016_8
0.0,2016_8
271.8,2016_8
271.8,2016_8
650.25,2016_8
866.25,2016_8
600.0,2016_8
489.99,2016_8
283.5,2016_8
507.99,2016_8
117.9,2016_8
314.0,2016_8
216.0,2016_8
379.8,2016_8
433.8,2016_8
397.8,2016_8
397.8,2016_8
934.1999999999999,2016_8
1191.2,2016_8
407.70000000000005,2016_8
696.0,2016_8
264.03000000000003,2016_8
636.65,2016_8
361.25,2016_8
337.5,2016_8
488.75,2016_8
409.0,2016_8
733.5,2016_8
159.0,2016_8
354.6,2016_8
456.29999999999995,2016_8
415.6,2016_8
362.4,2016_8
0.0,2016_8
415.8,2016_8
622.8,2016_8
1664.32,2016_8
125.1,2016_8
407.70000000000005,2016_8
168.3,2016_8
715.5,2016_8
602.28,2016_8
556.0,2016_8
307.68,2016_8
271.8,2016_8
361.25,2016_8
747.0,2016_8
841.5,2016_8
441.3,2016_8
597.6,2016_8
596.7,2016_8
535.5,2016_8
369.9,2016_8
418.5,2016_8
397.8,2016_8
180.0,2016_8
198.0,2016_8
210.0,2016_8
184.5,2016_8
128.0,2016_8
685.8,2016_8
138.0,2016_8
703.8,2016_8
153.0,2016_8
243.0,2016_8
822.57,2016_8
444.0,2016_8
500.4,2016_8
459.0,2016_8
680.0,2016_8
343.5,2016_8
505.75,2016_8
457.2,2016_8
138.0,2016_8
138.0,2016_8
241.26,2016_8
241.26,2016_8
313.20000000000005,2016_8
398.40000000000003,2016_8
286.20000000000005,2016_8
347.4,2016_8
191.25,2016_8
153.0,2016_8
332.0,2016_8
207.0,2016_8
1260.0,2016_8
302.0,2016_8
375.81,2016_8
348.81,2016_8
238.0,2016_8
354.92,2016_8
507.6,2016_8
675.9200000000001,2016_8
675.9200000000001,2016_8
170.0,2016_8
300.6,2016_8
542.01,2016_8
313.4,2016_8
313.4,2016_8
909.5,2016_8
113.0,2016_8
448.4,2016_8
216.75,2016_8
100.1,2016_8
457.2,2016_8
596.7,2016_8
446.25,2016_8
230.0,2016_8
969.8500000000001,2016_8
614.0,2016_8
608.4,2016_8
579.6,2016_8
124.0,2016_8
109.55,2016_8
109.55,2016_8
293.4,2016_8
304.2,2016_8
79.0,2016_8
337.0,2016_8
1019.25,2016_8
115.89,2016_8
850.5,2016_8
314.96999999999997,2016_8
135.0,2016_8
144.5,2016_8
300.0,2016_8
300.0,2016_8
235.8,2016_8
684.99,2016_8
109.8,2016_8
255.0,2016_8
125.1,2016_8
611.55,2016_8
302.0,2016_8
418.5,2016_8
974.0,2016_8
931.4200000000001,2016_8
125.0,2016_8
680.4,2016_8
345.96,2016_8
318.96,2016_8
507.99,2016_8
507.99,2016_8
81.25,2016_8
346.5,2016_8
128.0,2016_8
204.82,2016_8
84.96,2016_8
543.6,2016_8
228.6,2016_8
168.3,2016_8
146.0,2016_8
164.7,2016_8
342.9,2016_8
118.0,2016_8
680.0,2016_8
589.5,2016_8
228.6,2016_8
477.0,2016_8
304.2,2016_8
573.0,2016_8
340.92,2016_8
116.0,2016_8
125.1,2016_8
229.5,2016_8
180.0,2016_8
266.0,2016_8
322.2,2016_8
471.6,2016_8
480.6,2016_8
146.7,2016_8
402.29999999999995,2016_8
355.0,2016_8
571.5,2016_8
150.0,2016_8
127.0,2016_8
412.25,2016_8
795.6,2016_8
286.0,2016_8
191.25,2016_8
118.0,2016_8
128.0,2016_8
183.18,2016_8
130.0,2016_8
138.0,2016_8
450.0,2016_8
715.5,2016_8
137.0,2016_8
520.2,2016_8
748.0,2016_8
150.0,2016_8
140.0,2016_8
724.2,2016_8
301.0,2016_8
207.0,2016_8
189.0,2016_8
78.41,2016_8
138.0,2016_8
448.8,2016_8
270.0,2016_8
797.44,2016_8
729.25,2016_8
168.3,2016_8
729.25,2016_8
109.0,2016_8
106.54,2016_8
97.54,2016_8
381.6,2016_8
363.6,2016_8
302.4,2016_8
246.6,2016_8
134.0,2016_8
67.0,2016_10
67.0,2016_11
67.0,2016_12
67.0,2016_12
531.25,2016_8
266.4,2016_8
283.5,2016_8
672.6,2016_8
284.4,2016_8
228.6,2016_8
502.2,2016_8
543.0,2016_8
438.0,2016_8
423.32,2016_8
423.32,2016_8
363.8,2016_8
726.0,2016_8
645.54,2016_8
363.8,2016_8
298.0,2016_8
343.5,2016_8
96.3,2016_8
343.5,2016_8
330.0,2016_8
90.9,2016_8
1057.0,2016_8
3080.0,2016_8
608.4,2016_8
407.70000000000005,2016_8
543.6,2016_8
318.0,2016_8
871.1999999999999,2016_8
731.32,2016_8
531.9000000000001,2016_8
216.75,2016_8
707.8499999999999,2016_8
792.0,2016_8
429.5,2016_8
1210.0,2016_8
397.8,2016_8
525.6,2016_8
830.0,2016_8
140.0,2016_8
576.25,2016_8
576.25,2016_8
531.25,2016_8
158.95,2016_8
859.32,2016_8
127.6,2016_8
127.6,2016_8
630.0,2016_8
448.8,2016_8
363.8,2016_8
363.8,2016_8
195.08,2016_8
425.72,2016_8
263.96999999999997,2016_8
220.0,2016_8
230.0,2016_8
230.0,2016_8
125.1,2016_8
673.2,2016_8
180.0,2016_8
815.4000000000001,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
180.0,2016_8
230.0,2016_8
375.29999999999995,2016_8
685.98,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
180.0,2016_8
230.0,2016_8
230.0,2016_8
180.0,2016_8
230.0,2016_8
230.0,2016_8
767.62,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
533.75,2016_8
488.75,2016_8
230.0,2016_8
350.34000000000003,2016_8
230.0,2016_8
230.0,2016_8
180.0,2016_8
230.0,2016_8
230.0,2016_8
180.0,2016_8
230.0,2016_8
230.0,2016_8
186.3,2016_8
180.0,2016_8
186.3,2016_8
324.9,2016_8
230.0,2016_8
240.0,2016_8
230.0,2016_8
230.0,2016_8
180.0,2016_8
230.0,2016_8
230.0,2016_8
154.0,2016_8
226.8,2016_8
180.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
0.0,2016_8
230.0,2016_8
230.0,2016_8
180.0,2016_8
118.15,2016_8
230.0,2016_8
141.1,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
189.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
855.12,2016_8
140.0,2016_8
180.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
230.0,2016_8
374.01,2016_8
1007.0200000000001,2016_8
122.43,2016_8
149.4,2016_8
150.3,2016_8
1115.1000000000001,2016_8
131.4,2016_8
131.4,2016_8
216.75,2016_8
0.0,2016_8
324.9,2016_8
168.3,2016_8
738.64,2016_8
637.2,2016_8
107.03,2016_8
96.33,2016_8
237.6,2016_8
504.90000000000003,2016_8
130.0,2016_8
130.0,2016_8
130.0,2016_8
130.0,2016_8
130.0,2016_8
296.0,2016_8
572.4,2016_8
414.8,2016_8
1008.91,2016_8
129.0,2016_8
296.0,2016_8
594.9000000000001,2016_8
621.0,2016_8
621.0,2016_8
621.0,2016_8
139.0,2016_8
434.70000000000005,2016_8
845.74,2016_8
165.0,2016_8
336.0,2016_8
130.0,2016_8
457.2,2016_8
128.0,2016_8
1063.8000000000002,2016_8
665.91,2016_8
468.0,2016_8
375.0,2016_8
645.12,2016_8
407.70000000000005,2016_8
578.0,2016_8
139.0,2016_8
300.6,2016_8
125.0,2016_8
125.0,2016_8
139.0,2016_8
608.4,2016_8
105.3,2016_8
953.6999999999999,2016_8
815.4000000000001,2016_8
94.5,2016_8
138.0,2016_8
937.5,2016_8
140.0,2016_8
151.0,2016_8
79.0,2016_8
159.0,2016_8
296.0,2016_8
670.5,2016_8
157.0,2016_8
92.17,2016_8
336.0,2016_8
97.54,2016_8
97.54,2016_8
534.99,2016_8
109.65,2016_8
130.0,2016_8
300.6,2016_8
257.0,2016_8
207.9,2016_8
893.34,2016_8
1452.0,2016_8
266.0,2016_8
1682.1000000000001,2016_8
131.0,2016_8
125.0,2016_8
278.0,2016_8
189.0,2016_8
189.0,2016_8
720.9000000000001,2016_8
505.75,2016_8
155.25,2016_8
456.29999999999995,2016_8
359.1,2016_8
875.6999999999999,2016_8
75.0,2016_8
146.0,2016_8
192.0,2016_8
354.6,2016_8
152.0,2016_8
253.8,2016_8
322.0,2016_8
207.9,2016_8
278.4,2016_8
192.0,2016_8
192.0,2016_8
192.0,2016_8
278.4,2016_8
192.0,2016_8
164.0,2016_8
146.7,2016_8
320.4,2016_8
1069.1999999999998,2016_8
397.8,2016_8
706.5,2016_8
612.0,2016_8
397.8,2016_8
505.75,2016_8
274.5,2016_8
471.94,2016_8
205.38,2016_8
256.0,2016_8
574.56,2016_8
145.0,2016_8
457.15000000000003,2016_8
268.2,2016_8
268.2,2016_8
94.5,2016_8
121.5,2016_8
679.5,2016_8
235.6,2016_8
129.0,2016_8
121.5,2016_8
347.04,2016_8
433.8,2016_8
851.01,2016_8
448.20000000000005,2016_8
271.3,2016_8
271.3,2016_8
520.85,2016_8
278.0,2016_8
282.0,2016_8
351.9,2016_8
435.0,2016_8
278.0,2016_8
193.2,2016_8
1639.0,2016_8
470.70000000000005,2016_8
612.0,2016_8
347.04,2016_8
505.75,2016_8
284.85,2016_8
389.45,2016_8
577.15,2016_8
559.8,2016_8
329.49,2016_8
198.0,2016_8
255.0,2016_8
112.5,2016_8
313.68,2016_8
464.35,2016_8
300.6,2016_8
704.62,2016_8
210.6,2016_8
886.5,2016_8
329.49,2016_8
181.9,2016_8
669.4,2016_8
387.6,2016_8
63.75,2016_8
477.90000000000003,2016_8
225.0,2016_8
235.8,2016_8
255.0,2016_8
528.72,2016_8
253.8,2016_8
318.6,2016_8
456.29999999999995,2016_8
322.2,2016_8
381.29999999999995,2016_8
137.7,2016_8
441.77,2016_8
336.6,2016_8
114.3,2016_8
604.0,2016_8
697.5,2016_8
603.0,2016_8
558.9000000000001,2016_8
528.72,2016_8
577.15,2016_8
296.0,2016_8
268.2,2016_8
181.9,2016_8
425.70000000000005,2016_8
399.52,2016_8
214.2,2016_8
284.85,2016_8
604.0,2016_8
0.0,2016_8
225.0,2016_8
486.90000000000003,2016_8
387.6,2016_8
359.1,2016_8
128.0,2016_8
289.0,2016_8
310.5,2016_8
310.5,2016_8
310.5,2016_8
310.5,2016_8
306.8,2016_8
193.8,2016_8
354.45000000000005,2016_8
433.5,2016_8
139.0,2016_8
412.56000000000006,2016_8
200.0,2016_8
357.0,2016_8
321.29999999999995,2016_8
430.0,2016_8
200.0,2016_8
200.0,2016_8
200.0,2016_8
200.0,2016_8
200.0,2016_8
247.35000000000002,2016_8
289.0,2016_8
417.0,2016_8
390.0,2016_8
974.0,2016_8
134.0,2016_8
130.0,2016_11
673.2,2016_8
724.0,2016_8
390.0,2016_8
390.0,2016_8
480.48,2016_8
390.0,2016_8
200.0,2016_8
200.0,2016_8
200.0,2016_8
600.0,2016_8
402.29999999999995,2016_8
350.0,2016_8
139.0,2016_8
421.2,2016_8
275.4,2016_8
421.2,2016_8
275.4,2016_8
210.6,2016_8
679.5,2016_8
343.5,2016_8
403.11,2016_8
1088.0,2016_8
198.9,2016_8
494.64,2016_8
216.75,2016_8
387.0,2016_8
785.4,2016_8
256.0,2016_8
407.70000000000005,2016_8
785.4,2016_8
140.0,2016_8
1088.0,2016_8
193.8,2016_8
216.75,2016_8
300.6,2016_8
159.3,2016_8
289.8,2016_8
159.0,2016_8
561.6,2016_8
276.0,2016_8
357.0,2016_8
525.0,2016_8
399.48,2016_8
225.0,2016_8
747.0,2016_8
290.70000000000005,2016_8
359.1,2016_8
310.5,2016_8
368.9,2016_8
358.04999999999995,2016_8
275.4,2016_8
466.92,2016_8
785.4,2016_8
785.4,2016_8
573.75,2016_8
471.6,2016_8
1263.6,2016_8
1211.22,2016_8
363.8,2016_8
1514.7,2016_8
129.0,2016_8
129.0,2016_8
413.09999999999997,2016_8
81.19,2016_8
375.29999999999995,2016_8
198.0,2016_8
189.0,2016_8
511.2,2016_8
146.5,2016_8
119.0,2016_8
283.68,2016_8
65.0,2016_8
232.86,2016_8
556.2,2016_8
331.38,2016_8
228.0,2016_8
284.4,2016_8
137.0,2016_8
443.15999999999997,2016_8
456.29999999999995,2016_8
254.3,2016_8
343.5,2016_8
1209.6,2016_8
243.0,2016_8
314.0,2016_8
606.9,2016_8
274.0,2016_8
155.25,2016_8
576.9000000000001,2016_8
512.0,2016_8
640.0,2016_8
177.3,2016_8
114.3,2016_8
328.0,2016_8
73.07,2016_8
328.0,2016_8
0.0,2016_8
129.0,2016_8
188.0,2016_8
625.5,2016_8
835.1999999999999,2016_8
275.4,2016_8
440.09999999999997,2016_8
129.0,2016_8
136.44,2016_8
112.88,2016_8
191.3,2016_8
316.8,2016_8
119.0,2016_8
934.98,2016_8
468.0,2016_8
991.8000000000001,2016_8
128.7,2016_8
412.2,2016_8
552.0,2016_8
412.0,2016_8
804.08,2016_8
541.8,2016_8
541.8,2016_8
201.0,2016_8
201.0,2016_9
130.0,2016_9
201.0,2016_9
195.0,2016_10
195.0,2016_11
130.0,2016_11
268.0,2016_12
130.0,2016_12
285.0,2016_8
289.0,2016_8
289.0,2016_8
431.09999999999997,2016_8
357.0,2016_8
90.0,2016_8
454.75,2016_8
171.0,2016_8
585.0,2016_8
1030.75,2016_8
454.75,2016_8
291.6,2016_8
190.8,2016_8
219.6,2016_8
201.6,2016_8
179.0,2016_8
155.0,2016_8
85.5,2016_8
548.8499999999999,2016_8
149.0,2016_8
149.0,2016_8
289.0,2016_8
201.6,2016_8
511.72,2016_8
376.34999999999997,2016_8
376.34999999999997,2016_8
225.4,2016_8
231.09,2016_8
180.9,2016_8
424.0,2016_8
198.66,2016_8
666.0,2016_8
289.0,2016_8
920.0,2016_8
340.0,2016_8
340.0,2016_8
571.68,2016_8
394.24,2016_8
478.95000000000005,2016_8
201.6,2016_8
478.95000000000005,2016_8
219.6,2016_8
328.0,2016_8
306.9,2016_8
306.9,2016_8
328.0,2016_8
90.95,2016_8
779.94,2016_8
488.88,2016_8
425.0,2016_8
533.75,2016_8
437.0,2016_8
560.0,2016_8
92.98,2016_8
350.20000000000005,2016_8
350.20000000000005,2016_8
0.0,2016_8
768.39,2016_8
623.7,2016_8
813.61,2016_8
800.8,2016_8
526.65,2016_8
719.11,2016_8
216.75,2016_8
435.29999999999995,2016_8
531.9000000000001,2016_8
216.75,2016_8
360.0,2016_8
363.39,2016_8
607.75,2016_8
397.8,2016_8
297.9,2016_8
324.9,2016_8
297.9,2016_8
297.9,2016_8
257.4,2016_8
760.5,2016_8
324.9,2016_8
237.6,2016_8
219.6,2016_8
275.4,2016_8
696.0,2016_8
139.0,2016_8
696.15,2016_8
164.0,2016_8
112.5,2016_8
495.0,2016_8
72.25,2016_8
681.45,2016_8
128.7,2016_8
85.5,2016_8
284.4,2016_8
377.01,2016_8
504.90000000000003,2016_8
85.5,2016_8
775.0,2016_8
331.52,2016_8
168.3,2016_8
747.0,2016_8
747.0,2016_8
372.32,2016_8
434.52,2016_8
109.8,2016_8
109.8,2016_8
991.8000000000001,2016_8
99.1,2016_8
364.5,2016_8
750.0,2016_8
841.5,2016_8
274.0,2016_8
300.0,2016_8
370.6,2016_8
300.0,2016_8
270.0,2016_8
300.0,2016_8
270.0,2016_8
300.0,2016_8
300.0,2016_8
283.5,2016_8
300.0,2016_8
300.0,2016_8
300.0,2016_8
494.72,2016_8
144.5,2016_8
288.9,2016_8
300.0,2016_8
336.0,2016_8
300.0,2016_8
192.6,2016_8
300.0,2016_8
0.0,2016_8
300.0,2016_8
144.5,2016_8
300.0,2016_8
270.0,2016_8
286.14,2016_8
300.0,2016_8
300.0,2016_8
144.5,2016_8
300.0,2016_8
300.0,2016_8
300.0,2016_8
300.0,2016_8
657.0,2016_8
181.8,2016_8
543.25,2016_8
181.8,2016_8
597.6,2016_8
673.2,2016_8
394.20000000000005,2016_8
810.75,2016_8
181.8,2016_8
270.0,2016_8
270.0,2016_8
300.0,2016_8
300.0,2016_8
298.0,2016_8
216.75,2016_8
331.52,2016_8
372.32,2016_8
181.8,2016_8
140.0,2016_8
258.0,2016_8
338.0,2016_8
736.08,2016_8
412.56000000000006,2016_8
144.5,2016_8
329.4,2016_8
413.09999999999997,2016_8
181.8,2016_8
1437.6599999999999,2016_8
596.7,2016_8
300.0,2016_8
340.0,2016_8
596.76,2016_8
370.6,2016_8
137.7,2016_8
268.0,2016_8
272.70000000000005,2016_8
288.9,2016_8
374.01,2016_8
109.0,2016_8
180.0,2016_8
100.0,2016_8
112.5,2016_8
514.8,2016_8
522.0,2016_8
647.12,2016_8
256.5,2016_8
635.8,2016_8
466.79999999999995,2016_8
290.28000000000003,2016_8
109.8,2016_8
112.0,2016_8
135.9,2016_8
383.6,2016_8
452.40000000000003,2016_8
585.0,2016_8
177.54,2016_8
177.54,2016_8
363.8,2016_8
216.75,2016_8
216.75,2016_8
149.0,2016_8
262.8,2016_8
300.6,2016_8
601.2,2016_8
220.95000000000002,2016_8
1075.5,2016_8
298.0,2016_8
983.6999999999999,2016_8
353.70000000000005,2016_8
413.09999999999997,2016_8
676.8,2016_8
443.2,2016_8
449.8,2016_8
650.08,2016_8
847.2,2016_8
578.08,2016_8
436.5,2016_8
739.5,2016_8
739.5,2016_8
109.8,2016_8
336.6,2016_8
99.0,2016_8
99.0,2016_8
577.15,2016_8
450.5,2016_8
410.01,2016_8
99.0,2016_8
672.84,2016_8
139.0,2016_8
80.0,2016_8
481.59999999999997,2016_8
450.5,2016_8
383.54999999999995,2016_8
422.09999999999997,2016_8
488.75,2016_8
99.0,2016_8
382.5,2016_8
363.8,2016_8
456.0,2016_8
443.18999999999994,2016_8
755.09,2016_8
636.65,2016_8
518.5,2016_8
288.9,2016_8
380.8,2016_8
206.1,2016_8
692.09,2016_8
1462.5,2016_8
872.1,2016_8
629.12,2016_8
171.0,2016_8
272.0,2016_8
85.0,2016_8
85.0,2016_8
536.0,2016_8
1070.0900000000001,2016_8
112.5,2016_8
288.9,2016_8
386.09999999999997,2016_8
882.0999999999999,2016_8
679.14,2016_8
921.3,2016_8
786.24,2016_8
119.0,2016_8
648.0,2016_8
241.0,2016_8
424.09999999999997,2016_8
424.09999999999997,2016_8
702.9000000000001,2016_8
601.2,2016_8
298.0,2016_8
907.1999999999999,2016_8
128.7,2016_8
678.3000000000001,2016_8
678.3000000000001,2016_8
223.2,2016_8
329.4,2016_8
254.0,2016_8
633.25,2016_8
256.5,2016_8
260.0,2016_8
454.75,2016_8
703.5600000000001,2016_8
361.25,2016_8
385.2,2016_8
536.0,2016_8
328.72,2016_8
344.76,2016_8
192.6,2016_8
582.08,2016_8
191.25,2016_8
134.0,2016_8
65.0,2016_10
134.0,2016_10
134.0,2016_10
67.0,2016_11
67.0,2016_11
65.0,2016_11
134.0,2016_12
201.0,2016_12
460.79999999999995,2016_8
572.0,2016_8
722.5,2016_8
99.0,2016_8
171.0,2016_8
184.0,2016_8
164.0,2016_8
692.09,2016_8
75.0,2016_8
385.2,2016_8
525.6,2016_8
722.5,2016_8
603.96,2016_8
454.75,2016_8
328.72,2016_8
164.9,2016_8
93.5,2016_8
572.0,2016_8
289.0,2016_8
425.0,2016_8
670.64,2016_8
335.32,2016_8
339.0,2016_8
144.5,2016_8
255.0,2016_8
1160.28,2016_8
85.24,2016_8
684.0,2016_8
362.38,2016_8
232.2,2016_8
319.5,2016_8
305.1,2016_8
508.65000000000003,2016_8
656.0999999999999,2016_8
363.8,2016_8
160.0,2016_8
160.0,2016_8
229.5,2016_8
369.0,2016_8
160.0,2016_8
96.3,2016_8
484.5,2016_8
171.0,2016_8
192.6,2016_8
219.6,2016_8
375.0,2016_8
144.5,2016_8
722.5,2016_8
722.5,2016_8
140.0,2016_8
